53092206	Caballero o consentida                                                	Automaton Writings                 	1901	Libro       	Sandra Magnolia                    	Pérez          	García         	Aitana                             	Marañón        	Torres         	                                   	               	               	Estomatología                                     	29800482	Esmeralda                          	Maqueda        	Linares        	18-Septiembre-2003	19-Septiembre-2003	Matemáticas                                                 	29026122	Lidia                              	Ruiz           	Albarracín     	07-Noviembre-2003 	22-Noviembre-2003 	Derecho Privado                                             	        	                                   	               	               	                  	                  	                                                            
87340534	Oficial                                                               	Hipic                              	1924	Libro       	Rubén                              	Torres         	Chaparro       	                                   	               	               	                                   	               	               	Ginecología                                       	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
18524274	Barco piedras                                                         	Silkbooks                          	1897	Video       	Sandra Magnolia                    	Pérez          	García         	Silvia Francisca                   	Puyol          	Barrientos     	Samuel                             	Ortiz          	Ruiz           	Literatura Universal                              	33424655	María de las Aguas Vivas           	Pérez          	Vázquez        	04-Septiembre-2003	10-Septiembre-2003	Derecho Internacional, Eclesiástico y Filosofía del Derecho 	07697995	Pablo                              	Jiménez        	Retis          	01-Agosto-2004    	14-Agosto-2004    	Ingeniería de Sistemas y Automática                         	59505902	Javier                             	Carpio         	Ruiz           	11-Septiembre-2004	23-Septiembre-2004	Matemáticas                                                 
24033552	Montera                                                               	Omega Publishers                   	2003	Revista     	Asunta                             	Borja          	Rodríguez      	Rosario                            	Piña           	Baltasar       	Graciela                           	Sánchez        	Soto           	Otorrinolaringología                              	46628560	Eva Obdulia                        	Puma           	Peña           	02-Abril-2004     	01-Mayo-2004      	Economía de la Empresa                                      	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
16532867	Libre o luces                                                         	Libros Paco                        	1899	Revista     	Carlota                            	Ali            	Valleriestra   	Virginia                           	García         	Bernedo        	Gonzalo                            	Jiménez        	Leondextre     	Topología                                         	76010562	María del Pinar                    	Avendaño       	Ortiz          	23-Abril-2004     	17-Mayo-2004      	Derecho Internacional, Eclesiástico y Filosofía del Derecho 	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
07251382	Adiós de lugareños                                                    	Aureola                            	1916	Video       	María Noelia                       	Mory           	Gallardo       	                                   	               	               	                                   	               	               	Ensayo                                            	77282960	Daniel                             	Carranza       	Asencios       	11-Septiembre-2003	09-Octubre-2003   	Informática                                                 	84715203	Malvina                            	Acosta         	Pérez          	12-Septiembre-2004	12-Octubre-2004   	Historia Económica e Instituciones                          	        	                                   	               	               	                  	                  	                                                            
86466917	Corriente veneno                                                      	Perico Librote's                   	1993	Revista     	Tomás                              	Ruiz           	Caso           	Amparo                             	Ruiz           	Meléndez       	Paris                              	Ruiz           	Falcón         	Telemática                                        	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
14107910	Feo                                                                   	Gold Ring Papers                   	1977	Libro       	Rosa Carlota                       	Díaz           	Gómez          	Javier                             	Bernedo        	Sánchez        	Mercedes                           	Manrique       	Vázquez        	Topología                                         	45879685	María de la Anunciación            	Cherres        	Cañí           	29-Septiembre-2003	13-Octubre-2003   	Historia Económica e Instituciones                          	85579734	Gerardo Pedro                      	Conde          	Oblitas        	25-Enero-2004     	06-Febrero-2004   	Teoría de la Señal y Comunicaciones                         	        	                                   	               	               	                  	                  	                                                            
68801529	Jacintos                                                              	Aloisio                            	1981	Video       	Eva Hilaria                        	Lema           	Guillén        	Diego                              	Sánchez        	Pastor         	                                   	               	               	Cinematografía                                    	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
63995825	Girasoles de carnaval                                                 	Rebook                             	1884	CD-Rom      	María Bienvenida                   	Pasache        	Rodríguez      	Ginebra                            	Ruiz           	Cuy            	Eva Amelia                         	Caso           	Carnero        	Cirugía Bascular                                  	81884063	Emilio                             	Farro          	Macera         	18-Septiembre-2003	30-Septiembre-2003	Ingeniería Eléctrica                                        	58410158	Carlitos                           	Sanz           	Arriola        	31-Julio-2004     	27-Agosto-2004    	Mecánica de Medios Continuos y Teoría de Estructuras        	        	                                   	               	               	                  	                  	                                                            
65759622	Lirios                                                                	Automaton Writings                 	2000	Revista     	Ermerinda                          	Zambrano       	Vázquez        	                                   	               	               	                                   	               	               	Física del Estado Sólido                          	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
05636365	Recuerdos                                                             	Editorial AlfaBeta                 	1960	CD-Rom      	Eva Eusebia                        	López          	Inga           	Felipe                             	Hernández      	Peche          	Vanina                             	Hernández      	Castro         	Cirugía                                           	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
69569338	Fracaso ermitas                                                       	Alta aún                           	1962	Libro       	Besarión                           	Reinoso        	Díaz           	Alberto                            	Mogollón       	Iparraguirre   	Ricardo Fco.                       	Colchado       	Zúñiga         	Derecho Penal                                     	23557228	Ágata                              	Simeon         	Carreras       	31-Diciembre-2003 	13-Enero-2004     	Mecánica de Medios Continuos y Teoría de Estructuras        	02353614	Aquiles                            	Minaya         	Oropeza        	20-Noviembre-2003 	16-Diciembre-2003 	Derecho Penal, Procesal e Historia del Derecho              	31384033	Saturnino                          	García         	Cántaro        	11-Mayo-2004      	19-Mayo-2004      	Ingeniería Eléctrica                                        
93098146	Paraíso o dalias                                                      	Printin Hall                       	1947	Cinta Audio 	Mª Judith                          	Hernández      	Alcázar        	Sandra Magnolia                    	Pérez          	García         	Bertilia                           	Chuan          	Valverde       	Física Cuántica                                   	98138388	Baltasar                           	Reyes          	Cubas          	07-Septiembre-2003	21-Septiembre-2003	Ingeniería Térmica y de Fluídos                             	95130183	Florián                            	Ochoa          	Saez           	21-Febrero-2004   	14-Marzo-2004     	Sección Departamental de Organización de Empresa            	        	                                   	               	               	                  	                  	                                                            
42550428	Recuerdos y centro                                                    	Editorial Atlas                    	1901	Libro       	David                              	Villavicencio  	Okuma          	Olga                               	Alvarado       	Mendoza        	Ana Laura                          	Grillo         	Gómez          	Ingeniería Agrícola                               	33845505	Wenceslao                          	Navarro        	Siaden         	05-Septiembre-2003	15-Septiembre-2003	Derecho Privado                                             	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
94232752	Tiempo                                                                	Editorial Atlas                    	1970	Libro       	Letrida                            	Sanchis        	Levano         	Alberto                            	Olarte         	Torres         	Bartolomé                          	Bonilla        	Munayco        	Ingeniería Agropecuaria                           	40662215	Merce                              	Chala          	López          	27-Abril-2004     	09-Mayo-2004      	Historia Económica e Instituciones                          	65186218	Estanislao                         	Calcina        	Mego           	09-Septiembre-2003	23-Septiembre-2003	Derecho Internacional, Eclesiástico y Filosofía del Derecho 	        	                                   	               	               	                  	                  	                                                            
89631293	Bodegón circo                                                         	Scenario Mundo                     	1903	CD-Rom      	Adriana                            	Paja           	Alcántara      	                                   	               	               	                                   	               	               	Ingeniería Naval                                  	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
83807182	Abierta y nueva                                                       	Crispín Publishing                 	1959	Libro       	Benjamín                           	Maqueda        	Torres         	                                   	               	               	                                   	               	               	Estudios Internacionales                          	77723993	Juan Oscar                         	Gayoso         	Buenalaya      	26-Mayo-2004      	18-Junio-2004     	Teoría de la Señal y Comunicaciones                         	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
63161322	Amores y libertad                                                     	Ediciones DiscóLobo                	1976	Libro       	Antonia                            	Arana          	Díaz           	Macarena                           	Vitorino       	Queiroz        	                                   	               	               	Arquitectura de Sistemas                          	71775881	Emilio                             	Vicente        	Vázquez        	01-Octubre-2003   	26-Octubre-2003   	Historia Económica e Instituciones                          	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
15801735	Cintura piedras                                                       	Archer                             	1921	Libro       	Selenia                            	Bardales       	Pizarro        	Rafael                             	Ruiz           	Santacruz      	                                   	               	               	Cirugía                                           	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
12272419	Carro                                                                 	Ediciones Asteroide                	1957	Revista     	Armelio                            	Kohatsu        	López          	Tristán                            	Ruiz           	Serpa          	                                   	               	               	Química                                           	09543257	María Armanda                      	Sanz           	Cristóbal      	17-Noviembre-2003 	27-Noviembre-2003 	Historia Económica e Instituciones                          	27397242	Fco.                               	Nadal          	Paja           	16-Enero-2004     	29-Enero-2004     	Ingeniería Térmica y de Fluídos                             	65473264	Belen                              	Pómez          	Amancio        	17-Noviembre-2003 	07-Diciembre-2003 	Derecho Penal, Procesal e Historia del Derecho              
03468163	Corriente compra                                                      	Meloducto Books                    	1976	Libro       	Mariano Alfredo                    	Chinchilla     	Ortiz          	Elisa                              	Ruiz           	Laverio        	Benavides                          	Maestre        	Vázquez        	Topografía                                        	37275683	María José                         	Lovón          	Lema           	29-Septiembre-2003	03-Octubre-2003   	Ciencia Política y Sociología                               	40533127	Alejandra                          	Chia           	Martel         	08-Diciembre-2003 	16-Diciembre-2003 	Economía de la Empresa                                      	19214820	Tomás Gerardo                      	Cabello        	Marchan        	09-Diciembre-2003 	26-Diciembre-2003 	Física                                                      
90561949	Aleluya de sueño                                                      	Rebook                             	1945	Libro       	Ermerinda                          	Zambrano       	Vázquez        	Felicisima                         	Benítez        	Montalvo       	Roberto Andrés                     	Carazas        	Lago           	Química Orgánica                                  	76010562	María del Pinar                    	Avendaño       	Ortiz          	09-Diciembre-2003 	03-Enero-2004     	Derecho Internacional, Eclesiástico y Filosofía del Derecho 	30318568	Ana Dorotea                        	Yupanqui       	Larrauri       	23-Septiembre-2003	03-Octubre-2003   	Ingeniería Eléctrica                                        	58410158	Carlitos                           	Sanz           	Arriola        	14-Octubre-2003   	21-Octubre-2003   	Mecánica de Medios Continuos y Teoría de Estructuras        
61000987	Cintura                                                               	Scorpio                            	1958	Libro       	Rafael Jorge                       	Perea          	Dueñas         	Gladis                             	Gómez          	Martínez       	                                   	               	               	Arte: Arquitectura                                	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
64548908	Dueña de estrellas                                                    	Printin Hall                       	1900	Libro       	Juan Gerardo                       	Olano          	Arca           	                                   	               	               	                                   	               	               	Derecho Civil                                     	63317768	Horacio                            	Carrera        	Laverio        	25-Noviembre-2003 	27-Noviembre-2003 	Física                                                      	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
98247855	Venus                                                                 	Monzón                             	1930	CD-Rom      	Belisario                          	Lazarte        	López          	Marta                              	Gómez          	Robledo        	Silvia Juana                       	Apaza          	Rivera         	Topología                                         	75397086	Frank                              	Bazalar        	Márquez        	17-Septiembre-2004	25-Septiembre-2004	Estadística                                                 	19288444	Francisco                          	Diéguez        	Mallasca       	11-Enero-2004     	06-Febrero-2004   	Economía                                                    	77034869	Benito                             	Ventocilla     	Ancas          	20-Noviembre-2003 	08-Diciembre-2003 	Derecho Internacional, Eclesiástico y Filosofía del Derecho 
46024301	Cama y petunias                                                       	Scorpio                            	1899	Libro       	Olga                               	Alvarado       	Mendoza        	                                   	               	               	                                   	               	               	Estadística                                       	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
42390949	Lejanía o amores                                                      	Hispano Vos                        	1979	Revista     	Rufino                             	Cayo           	Blas           	María del Coro                     	Hernández      	Tenorio        	Fco.                               	Martínez       	Escobedo       	Derecho Civil                                     	36941636	Ursino                             	Valencia       	Benítez        	27-Julio-2004     	11-Agosto-2004    	Derecho Social e Internacional Privado                      	66508536	Manuel Francisco                   	Ñañez          	Acevedo        	01-Enero-2004     	16-Enero-2004     	Matemáticas                                                 	16751499	José                               	Bullón         	Carrión        	20-Octubre-2003   	16-Noviembre-2003 	Física                                                      
98143617	Edén de barca                                                         	Hipic                              	1918	Libro       	Iñaki                              	Wong           	Falcón         	                                   	               	               	                                   	               	               	Odontología                                       	65473264	Belen                              	Pómez          	Amancio        	23-Mayo-2004      	05-Junio-2004     	Derecho Penal, Procesal e Historia del Derecho              	68820423	Sandra Carmina                     	Vallenas       	Narváez        	07-Septiembre-2004	25-Septiembre-2004	Ciencia Política y Sociología                               	24701146	César Esteban                      	Alejos         	López          	11-Octubre-2003   	04-Noviembre-2003 	Derecho Internacional, Eclesiástico y Filosofía del Derecho 
65588654	Marcos                                                                	Hispano Vos                        	1997	CD-Rom      	María Bienvenida                   	Pasache        	Rodríguez      	                                   	               	               	                                   	               	               	Comic                                             	24281843	Acesto                             	Taipe          	Carrera        	08-Junio-2004     	26-Junio-2004     	Tecnología Electrónica                                      	56547359	Belen                              	Chia           	Cabana         	29-Abril-2004     	25-Mayo-2004      	Ingeniería Térmica y de Fluídos                             	        	                                   	               	               	                  	                  	                                                            
64335023	Enigma                                                                	Libros Paco                        	1915	Cinta Audio 	María Noelia                       	Mory           	Gallardo       	Belisario                          	Lazarte        	López          	Mario                              	García         	Mantilla       	Telemática                                        	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            	        	                                   	               	               	                  	                  	                                                            
18858994	Pirata                                                                	Atapuerca                          	1908	Revista     	Diego                              	Quiroz         	Choque         	Mercedes                           	Manrique       	Vázquez        	Rosario                            	Piña           	Baltasar       	Matemática Discreta                               	84657558	Mª Anatolia                        	Pérez          	Hernández      	11-Noviembre-2003 	27-Noviembre-2003 	Informática                                                 	15827728	Fernando Enrique                   	Nakama         	Ruiz           	04-Marzo-2004     	17-Marzo-2004     	Sección Departamental de Organización de Empresa            	        	                                   	               	               	                  	                  	                                                            
48664451	Disparate o casas                                                     	Monzón                             	1952	Libro       	Pablo                              	Echaiz         	Rosello        	Aida                               	Cuadros        	Borja          	María del Altagracia               	Módica         	Quintanilla    	Ingeniería Civil                                  	80451403	Dónovan                            	Orozco         	Gamarra        	30-Octubre-2003   	08-Noviembre-2003 	Ingeniería Eléctrica                                        	48960072	Filemón                            	Misari         	Santacruz      	25-Junio-2004     	17-Julio-2004     	Mecánica de Medios Continuos y Teoría de Estructuras        	78158921	Rosa Luciana                       	Torres         	Champa         	26-Marzo-2004     	25-Abril-2004     	Ingeniería Telemática                                       
36685230	Veneno de canto                                                       	Editorial Atlas                    	1988	Libro       	Carlos Raúl                        	Amable         	Denegri        	Constanza                          	Mora           	Iglesias       	                                   	               	               	Ensayo                                            	38824034	Diego                              	Haya           	Ruiz           	13-Agosto-2004    	12-Septiembre-2004	Mecánica de Medios Continuos y Teoría de Estructuras        	40662215	Merce                              	Chala          	López          	06-Octubre-2003   	24-Octubre-2003   	Historia Económica e Instituciones                          	        	                                   	               	               	                  	                  	                                                            
70621851	Éxito                                                                 	United Readings                    	1976	CD-Rom      	Gerardo                            	García         	Oblitas        	                                   	               	               	                                   	               	               	Sistemas Operativos                               	60108785	Carino                             	Echevarria     	Chirre         	29-Noviembre-2003 	24-Diciembre-2003 	Ciencia Política y Sociología                               	53236502	Rosario                            	López          	Gamarra        	29-Julio-2004     	19-Agosto-2004    	Economía                                                    	        	                                   	               	               	                  	                  	                                                            
96406488	Patos                                                                 	United Readings                    	1934	CD-Rom      	Mª Carolina                        	Trujillo       	Prado          	                                   	               	               	                                   	               	               	Ingeniería Aeronáutica                            	14673072	Sergio                             	López          	Rodríguez      	31-Mayo-2004      	30-Junio-2004     	Sección Departamental de Organización de Empresa            	48372832	Rosa Marta                         	Pérez          	Bustamante     	01-Febrero-2004   	02-Marzo-2004     	Derecho Internacional, Eclesiástico y Filosofía del Derecho 	51497249	Carolina                           	Montenegro     	Castro         	12-Junio-2004     	24-Junio-2004     	Estadística                                                 
